[2025-12-30 21:13:14] [INFO    ] discord.client: logging in using static token
[2025-12-30 21:13:22] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-30 21:13:22] [DEBUG   ] discord.client: Dispatching event guild_channel_update
[2025-12-30 21:13:22] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'CHANNEL_UPDATE', 's': 83, 'op': 0, 'd': {'version': 1767125603211, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 24, 'permission_overwrites': [{'type': 0, 'id': '1454958620197519481', 'deny': '2048', 'allow': '1024'}, {'type': 0, 'id': '1454958618871988315', 'deny': '2048', 'allow': '1024'}, {'type': 0, 'id': '1454591243609968734', 'deny': '1024', 'allow': '0'}], 'parent_id': '1454958665173045407', 'nsfw': False, 'name': 'day-discussion', 'last_message_id': None, 'id': '1454958667274260562', 'guild_id': '1454591243609968734', 'flags': 0}}
[2025-12-30 21:13:22] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-30 21:13:22] [DEBUG   ] discord.client: Dispatching event guild_channel_update
[2025-12-30 21:13:22] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'CHANNEL_UPDATE', 's': 84, 'op': 0, 'd': {'version': 1767125603214, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 25, 'permission_overwrites': [{'type': 0, 'id': '1454958620197519481', 'deny': '2048', 'allow': '1024'}, {'type': 0, 'id': '1454958618871988315', 'deny': '2048', 'allow': '1024'}, {'type': 0, 'id': '1454591243609968734', 'deny': '1024', 'allow': '0'}], 'parent_id': '1454958665173045407', 'nsfw': False, 'name': 'megaphone', 'last_message_id': None, 'id': '1454958669614813278', 'guild_id': '1454591243609968734', 'flags': 0}}
[2025-12-30 21:13:22] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-30 21:13:22] [DEBUG   ] discord.client: Dispatching event guild_channel_update
[2025-12-30 21:13:22] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'CHANNEL_UPDATE', 's': 85, 'op': 0, 'd': {'version': 1767125603218, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 26, 'permission_overwrites': [{'type': 0, 'id': '1454958620197519481', 'deny': '2048', 'allow': '1024'}, {'type': 0, 'id': '1454958618871988315', 'deny': '2048', 'allow': '1024'}, {'type': 0, 'id': '1454591243609968734', 'deny': '1024', 'allow': '0'}], 'parent_id': '1454958665173045407', 'nsfw': False, 'name': 'vote-session-1', 'last_message_id': None, 'id': '1454958671221227541', 'guild_id': '1454591243609968734', 'flags': 0}}
[2025-12-30 21:13:22] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-30 21:13:22] [DEBUG   ] discord.client: Dispatching event guild_channel_update
[2025-12-30 21:13:22] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'CHANNEL_UPDATE', 's': 86, 'op': 0, 'd': {'version': 1767125603223, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 27, 'permission_overwrites': [{'type': 0, 'id': '1454958620197519481', 'deny': '2048', 'allow': '1024'}, {'type': 0, 'id': '1454958618871988315', 'deny': '2048', 'allow': '1024'}, {'type': 0, 'id': '1454591243609968734', 'deny': '1024', 'allow': '0'}], 'parent_id': '1454958665173045407', 'nsfw': False, 'name': 'leader-election-1', 'last_message_id': None, 'id': '1454958673381298400', 'guild_id': '1454591243609968734', 'flags': 0}}
[2025-12-30 21:13:22] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-30 21:13:22] [DEBUG   ] discord.client: Dispatching event guild_channel_update
[2025-12-30 21:13:22] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'CHANNEL_UPDATE', 's': 87, 'op': 0, 'd': {'version': 1767125603226, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 28, 'permission_overwrites': [{'type': 0, 'id': '1454958620197519481', 'deny': '2048', 'allow': '1024'}, {'type': 0, 'id': '1454958618871988315', 'deny': '2048', 'allow': '1024'}, {'type': 0, 'id': '1454591243609968734', 'deny': '1024', 'allow': '0'}], 'parent_id': '1454958665173045407', 'nsfw': False, 'name': 'vote-count', 'last_message_id': None, 'id': '1454958674807099414', 'guild_id': '1454591243609968734', 'flags': 0}}
[2025-12-30 21:13:22] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-30 21:13:22] [DEBUG   ] discord.client: Dispatching event guild_channel_update
[2025-12-30 21:13:22] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'CHANNEL_UPDATE', 's': 88, 'op': 0, 'd': {'version': 1767125603229, 'type': 4, 'position': 5, 'permission_overwrites': [{'type': 0, 'id': '1454958620197519481', 'deny': '2048', 'allow': '1024'}, {'type': 0, 'id': '1454958618871988315', 'deny': '2048', 'allow': '1024'}, {'type': 0, 'id': '1454591243609968734', 'deny': '1024', 'allow': '0'}], 'parent_id': None, 'name': 'PUBLIC CHANNELS', 'id': '1454958676153733214', 'guild_id': '1454591243609968734', 'flags': 0}}
[2025-12-30 21:13:22] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-30 21:13:22] [DEBUG   ] discord.client: Dispatching event guild_channel_update
[2025-12-30 21:13:22] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_ROLE_DELETE', 's': 89, 'op': 0, 'd': {'version': 1767125603237, 'role_id': '1454958617584468133', 'guild_id': '1454591243609968734'}}
[2025-12-30 21:13:22] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-30 21:13:22] [DEBUG   ] discord.client: Dispatching event guild_role_delete
[2025-12-30 21:13:22] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_AUDIT_LOG_ENTRY_CREATE', 's': 90, 'op': 0, 'd': {'user_id': '1454589207275245750', 'target_id': '1454958617584468133', 'id': '1455655027161956454', 'changes': [{'old_value': 'Sponsor', 'key': 'name'}, {'old_value': 0, 'key': 'permissions'}, {'old_value': 60201, 'key': 'color'}, {'old_value': False, 'key': 'hoist'}, {'old_value': False, 'key': 'mentionable'}, {'old_value': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 60201}, 'key': 'colors'}], 'action_type': 32, 'guild_id': '1454591243609968734'}}
[2025-12-30 21:13:22] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-30 21:13:22] [DEBUG   ] discord.client: Dispatching event audit_log_entry_create
[2025-12-30 21:13:22] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/guilds/1454591243609968734/roles/1454958617584468133 with None has returned 204
[2025-12-30 21:13:22] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/guilds/1454591243609968734/roles/1454958617584468133 has received 
[2025-12-30 21:13:23] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'CHANNEL_UPDATE', 's': 91, 'op': 0, 'd': {'version': 1767125603597, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 11, 'permission_overwrites': [{'type': 0, 'id': '1454591243609968734', 'deny': '1024', 'allow': '0'}, {'type': 0, 'id': '1454958620197519481', 'deny': '2048', 'allow': '1024'}], 'parent_id': None, 'nsfw': False, 'name': 'rules', 'last_message_id': None, 'id': '1454958641668165652', 'guild_id': '1454591243609968734', 'flags': 0}}
[2025-12-30 21:13:23] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-30 21:13:23] [DEBUG   ] discord.client: Dispatching event guild_channel_update
[2025-12-30 21:13:23] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'CHANNEL_UPDATE', 's': 92, 'op': 0, 'd': {'version': 1767125603645, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 12, 'permission_overwrites': [{'type': 0, 'id': '1454958620197519481', 'deny': '2048', 'allow': '1024'}, {'type': 0, 'id': '1454591243609968734', 'deny': '1024', 'allow': '0'}], 'parent_id': None, 'nsfw': False, 'name': 'mechanics', 'last_message_id': None, 'id': '1454958642775330983', 'guild_id': '1454591243609968734', 'flags': 0}}
[2025-12-30 21:13:23] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-30 21:13:23] [DEBUG   ] discord.client: Dispatching event guild_channel_update
[2025-12-30 21:13:23] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'CHANNEL_UPDATE', 's': 93, 'op': 0, 'd': {'version': 1767125603664, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 13, 'permission_overwrites': [{'type': 0, 'id': '1454591243609968734', 'deny': '1024', 'allow': '0'}, {'type': 0, 'id': '1454958620197519481', 'deny': '2048', 'allow': '1024'}], 'parent_id': None, 'nsfw': False, 'name': 'economy', 'last_message_id': None, 'id': '1454958644343865485', 'guild_id': '1454591243609968734', 'flags': 0}}
[2025-12-30 21:13:23] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-30 21:13:23] [DEBUG   ] discord.client: Dispatching event guild_channel_update
[2025-12-30 21:13:23] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'CHANNEL_UPDATE', 's': 94, 'op': 0, 'd': {'version': 1767125603689, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 14, 'permission_overwrites': [{'type': 0, 'id': '1454591243609968734', 'deny': '1024', 'allow': '0'}, {'type': 0, 'id': '1454958620197519481', 'deny': '2048', 'allow': '1024'}], 'parent_id': None, 'nsfw': False, 'name': 'role-template', 'last_message_id': None, 'id': '1454958645925380189', 'guild_id': '1454591243609968734', 'flags': 0}}
[2025-12-30 21:13:23] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-30 21:13:23] [DEBUG   ] discord.client: Dispatching event guild_channel_update
[2025-12-30 21:13:23] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'CHANNEL_UPDATE', 's': 95, 'op': 0, 'd': {'version': 1767125603726, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 15, 'permission_overwrites': [{'type': 0, 'id': '1454958620197519481', 'deny': '2048', 'allow': '1024'}, {'type': 0, 'id': '1454591243609968734', 'deny': '1024', 'allow': '0'}], 'parent_id': None, 'nsfw': False, 'name': 'playerlist', 'last_message_id': None, 'id': '1454958647317626962', 'guild_id': '1454591243609968734', 'flags': 0}}
[2025-12-30 21:13:23] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-30 21:13:23] [DEBUG   ] discord.client: Dispatching event guild_channel_update
[2025-12-30 21:13:23] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'CHANNEL_UPDATE', 's': 96, 'op': 0, 'd': {'version': 1767125603766, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 16, 'permission_overwrites': [{'type': 0, 'id': '1454958620197519481', 'deny': '0', 'allow': '3072'}, {'type': 0, 'id': '1454591243609968734', 'deny': '0', 'allow': '3072'}], 'parent_id': '1454958648978706608', 'nsfw': False, 'name': 'off-topic', 'last_message_id': None, 'id': '1454958650857886014', 'guild_id': '1454591243609968734', 'flags': 0}}
[2025-12-30 21:13:23] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-30 21:13:23] [DEBUG   ] discord.client: Dispatching event guild_channel_update
[2025-12-30 21:13:23] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'CHANNEL_UPDATE', 's': 97, 'op': 0, 'd': {'version': 1767125603775, 'type': 4, 'position': 3, 'permission_overwrites': [{'type': 0, 'id': '1454958620197519481', 'deny': '2048', 'allow': '1024'}, {'type': 0, 'id': '1454591243609968734', 'deny': '1024', 'allow': '0'}], 'parent_id': None, 'name': 'OVERSEER RELATIONS', 'id': '1454958657090621462', 'guild_id': '1454591243609968734', 'flags': 0}}
[2025-12-30 21:13:23] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-30 21:13:23] [DEBUG   ] discord.client: Dispatching event guild_channel_update
[2025-12-30 21:13:23] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'CHANNEL_UPDATE', 's': 98, 'op': 0, 'd': {'version': 1767125603784, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 20, 'permission_overwrites': [{'type': 0, 'id': '1454591243609968734', 'deny': '1024', 'allow': '0'}, {'type': 0, 'id': '1454958620197519481', 'deny': '2048', 'allow': '1024'}], 'parent_id': '1454958657090621462', 'nsfw': False, 'name': 'announcements', 'last_message_id': None, 'id': '1454958659338637445', 'guild_id': '1454591243609968734', 'flags': 0}}
[2025-12-30 21:13:23] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-30 21:13:23] [DEBUG   ] discord.client: Dispatching event guild_channel_update
[2025-12-30 21:13:23] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'CHANNEL_UPDATE', 's': 99, 'op': 0, 'd': {'version': 1767125603802, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 21, 'permission_overwrites': [{'type': 0, 'id': '1454591243609968734', 'deny': '1024', 'allow': '0'}, {'type': 0, 'id': '1454958620197519481', 'deny': '2048', 'allow': '1024'}], 'parent_id': '1454958657090621462', 'nsfw': False, 'name': 'death-reports', 'last_message_id': None, 'id': '1454958661033263307', 'guild_id': '1454591243609968734', 'flags': 0}}
[2025-12-30 21:13:23] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-30 21:13:23] [DEBUG   ] discord.client: Dispatching event guild_channel_update
[2025-12-30 21:13:23] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'CHANNEL_UPDATE', 's': 100, 'op': 0, 'd': {'version': 1767125603860, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 22, 'permission_overwrites': [{'type': 0, 'id': '1454591243609968734', 'deny': '1024', 'allow': '0'}, {'type': 0, 'id': '1454958620197519481', 'deny': '2048', 'allow': '1024'}], 'parent_id': '1454958657090621462', 'nsfw': False, 'name': 'overseer-status', 'last_message_id': None, 'id': '1454958662631030800', 'guild_id': '1454591243609968734', 'flags': 0}}
[2025-12-30 21:13:23] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-30 21:13:23] [DEBUG   ] discord.client: Dispatching event guild_channel_update
[2025-12-30 21:13:23] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'CHANNEL_UPDATE', 's': 101, 'op': 0, 'd': {'version': 1767125603909, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 23, 'permission_overwrites': [{'type': 0, 'id': '1454591243609968734', 'deny': '1024', 'allow': '0'}, {'type': 0, 'id': '1454958620197519481', 'deny': '2048', 'allow': '1024'}], 'parent_id': '1454958657090621462', 'nsfw': False, 'name': 'map', 'last_message_id': None, 'id': '1454958663889584323', 'guild_id': '1454591243609968734', 'flags': 0}}
[2025-12-30 21:13:23] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-30 21:13:23] [DEBUG   ] discord.client: Dispatching event guild_channel_update
[2025-12-30 21:13:23] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'CHANNEL_UPDATE', 's': 102, 'op': 0, 'd': {'version': 1767125603959, 'type': 4, 'position': 4, 'permission_overwrites': [{'type': 0, 'id': '1454958620197519481', 'deny': '2048', 'allow': '1024'}, {'type': 0, 'id': '1454591243609968734', 'deny': '1024', 'allow': '0'}], 'parent_id': None, 'name': 'DAYCHAT', 'id': '1454958665173045407', 'guild_id': '1454591243609968734', 'flags': 0}}
[2025-12-30 21:13:23] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-30 21:13:23] [DEBUG   ] discord.client: Dispatching event guild_channel_update
[2025-12-30 21:13:23] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'CHANNEL_UPDATE', 's': 103, 'op': 0, 'd': {'version': 1767125603974, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 24, 'permission_overwrites': [{'type': 0, 'id': '1454591243609968734', 'deny': '1024', 'allow': '0'}, {'type': 0, 'id': '1454958620197519481', 'deny': '2048', 'allow': '1024'}], 'parent_id': '1454958665173045407', 'nsfw': False, 'name': 'day-discussion', 'last_message_id': None, 'id': '1454958667274260562', 'guild_id': '1454591243609968734', 'flags': 0}}
[2025-12-30 21:13:23] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-30 21:13:23] [DEBUG   ] discord.client: Dispatching event guild_channel_update
[2025-12-30 21:13:23] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'CHANNEL_UPDATE', 's': 104, 'op': 0, 'd': {'version': 1767125603993, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 25, 'permission_overwrites': [{'type': 0, 'id': '1454591243609968734', 'deny': '1024', 'allow': '0'}, {'type': 0, 'id': '1454958620197519481', 'deny': '2048', 'allow': '1024'}], 'parent_id': '1454958665173045407', 'nsfw': False, 'name': 'megaphone', 'last_message_id': None, 'id': '1454958669614813278', 'guild_id': '1454591243609968734', 'flags': 0}}
[2025-12-30 21:13:23] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-30 21:13:23] [DEBUG   ] discord.client: Dispatching event guild_channel_update
[2025-12-30 21:13:23] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'CHANNEL_UPDATE', 's': 105, 'op': 0, 'd': {'version': 1767125604016, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 26, 'permission_overwrites': [{'type': 0, 'id': '1454591243609968734', 'deny': '1024', 'allow': '0'}, {'type': 0, 'id': '1454958620197519481', 'deny': '2048', 'allow': '1024'}], 'parent_id': '1454958665173045407', 'nsfw': False, 'name': 'vote-session-1', 'last_message_id': None, 'id': '1454958671221227541', 'guild_id': '1454591243609968734', 'flags': 0}}
[2025-12-30 21:13:23] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-30 21:13:23] [DEBUG   ] discord.client: Dispatching event guild_channel_update
[2025-12-30 21:13:23] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'CHANNEL_UPDATE', 's': 106, 'op': 0, 'd': {'version': 1767125604050, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 27, 'permission_overwrites': [{'type': 0, 'id': '1454591243609968734', 'deny': '1024', 'allow': '0'}, {'type': 0, 'id': '1454958620197519481', 'deny': '2048', 'allow': '1024'}], 'parent_id': '1454958665173045407', 'nsfw': False, 'name': 'leader-election-1', 'last_message_id': None, 'id': '1454958673381298400', 'guild_id': '1454591243609968734', 'flags': 0}}
[2025-12-30 21:13:23] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-30 21:13:23] [DEBUG   ] discord.client: Dispatching event guild_channel_update
[2025-12-30 21:13:23] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'CHANNEL_UPDATE', 's': 107, 'op': 0, 'd': {'version': 1767125604067, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 28, 'permission_overwrites': [{'type': 0, 'id': '1454958620197519481', 'deny': '2048', 'allow': '1024'}, {'type': 0, 'id': '1454591243609968734', 'deny': '1024', 'allow': '0'}], 'parent_id': '1454958665173045407', 'nsfw': False, 'name': 'vote-count', 'last_message_id': None, 'id': '1454958674807099414', 'guild_id': '1454591243609968734', 'flags': 0}}
[2025-12-30 21:13:23] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-30 21:13:23] [DEBUG   ] discord.client: Dispatching event guild_channel_update
[2025-12-30 21:13:23] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'CHANNEL_UPDATE', 's': 108, 'op': 0, 'd': {'version': 1767125604085, 'type': 4, 'position': 5, 'permission_overwrites': [{'type': 0, 'id': '1454958620197519481', 'deny': '2048', 'allow': '1024'}, {'type': 0, 'id': '1454591243609968734', 'deny': '1024', 'allow': '0'}], 'parent_id': None, 'name': 'PUBLIC CHANNELS', 'id': '1454958676153733214', 'guild_id': '1454591243609968734', 'flags': 0}}
[2025-12-30 21:13:23] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-30 21:13:23] [DEBUG   ] discord.client: Dispatching event guild_channel_update
[2025-12-30 21:13:23] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_ROLE_DELETE', 's': 109, 'op': 0, 'd': {'version': 1767125604132, 'role_id': '1454958618871988315', 'guild_id': '1454591243609968734'}}
[2025-12-30 21:13:23] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-30 21:13:23] [DEBUG   ] discord.client: Dispatching event guild_role_delete
[2025-12-30 21:13:23] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_AUDIT_LOG_ENTRY_CREATE', 's': 110, 'op': 0, 'd': {'user_id': '1454589207275245750', 'target_id': '1454958618871988315', 'id': '1455655030966321182', 'changes': [{'old_value': 'Alt', 'key': 'name'}, {'old_value': 0, 'key': 'permissions'}, {'old_value': 1, 'key': 'color'}, {'old_value': False, 'key': 'hoist'}, {'old_value': False, 'key': 'mentionable'}, {'old_value': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 1}, 'key': 'colors'}], 'action_type': 32, 'guild_id': '1454591243609968734'}}
[2025-12-30 21:13:23] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-30 21:13:23] [DEBUG   ] discord.client: Dispatching event audit_log_entry_create
[2025-12-30 21:13:23] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/guilds/1454591243609968734/roles/1454958618871988315 with None has returned 204
[2025-12-30 21:13:23] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/guilds/1454591243609968734/roles/1454958618871988315 has received 
[2025-12-30 21:13:24] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'CHANNEL_UPDATE', 's': 111, 'op': 0, 'd': {'version': 1767125604650, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 11, 'permission_overwrites': [{'type': 0, 'id': '1454591243609968734', 'deny': '1024', 'allow': '0'}], 'parent_id': None, 'nsfw': False, 'name': 'rules', 'last_message_id': None, 'id': '1454958641668165652', 'guild_id': '1454591243609968734', 'flags': 0}}
[2025-12-30 21:13:24] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-30 21:13:24] [DEBUG   ] discord.client: Dispatching event guild_channel_update
[2025-12-30 21:13:24] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'CHANNEL_UPDATE', 's': 112, 'op': 0, 'd': {'version': 1767125604653, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 12, 'permission_overwrites': [{'type': 0, 'id': '1454591243609968734', 'deny': '1024', 'allow': '0'}], 'parent_id': None, 'nsfw': False, 'name': 'mechanics', 'last_message_id': None, 'id': '1454958642775330983', 'guild_id': '1454591243609968734', 'flags': 0}}
[2025-12-30 21:13:24] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-30 21:13:24] [DEBUG   ] discord.client: Dispatching event guild_channel_update
[2025-12-30 21:13:24] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'CHANNEL_UPDATE', 's': 113, 'op': 0, 'd': {'version': 1767125604656, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 13, 'permission_overwrites': [{'type': 0, 'id': '1454591243609968734', 'deny': '1024', 'allow': '0'}], 'parent_id': None, 'nsfw': False, 'name': 'economy', 'last_message_id': None, 'id': '1454958644343865485', 'guild_id': '1454591243609968734', 'flags': 0}}
[2025-12-30 21:13:24] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-30 21:13:24] [DEBUG   ] discord.client: Dispatching event guild_channel_update
[2025-12-30 21:13:24] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'CHANNEL_UPDATE', 's': 114, 'op': 0, 'd': {'version': 1767125604659, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 14, 'permission_overwrites': [{'type': 0, 'id': '1454591243609968734', 'deny': '1024', 'allow': '0'}], 'parent_id': None, 'nsfw': False, 'name': 'role-template', 'last_message_id': None, 'id': '1454958645925380189', 'guild_id': '1454591243609968734', 'flags': 0}}
[2025-12-30 21:13:24] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-30 21:13:24] [DEBUG   ] discord.client: Dispatching event guild_channel_update
[2025-12-30 21:13:24] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'CHANNEL_UPDATE', 's': 115, 'op': 0, 'd': {'version': 1767125604662, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 15, 'permission_overwrites': [{'type': 0, 'id': '1454591243609968734', 'deny': '1024', 'allow': '0'}], 'parent_id': None, 'nsfw': False, 'name': 'playerlist', 'last_message_id': None, 'id': '1454958647317626962', 'guild_id': '1454591243609968734', 'flags': 0}}
[2025-12-30 21:13:24] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-30 21:13:24] [DEBUG   ] discord.client: Dispatching event guild_channel_update
[2025-12-30 21:13:24] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'CHANNEL_UPDATE', 's': 116, 'op': 0, 'd': {'version': 1767125604667, 'type': 4, 'position': 2, 'permission_overwrites': [{'type': 0, 'id': '1454591243609968734', 'deny': '1024', 'allow': '0'}], 'parent_id': None, 'name': 'CHATS', 'id': '1454958648978706608', 'guild_id': '1454591243609968734', 'flags': 0}}
[2025-12-30 21:13:24] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-30 21:13:24] [DEBUG   ] discord.client: Dispatching event guild_channel_update
[2025-12-30 21:13:24] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'CHANNEL_UPDATE', 's': 117, 'op': 0, 'd': {'version': 1767125604672, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 16, 'permission_overwrites': [{'type': 0, 'id': '1454591243609968734', 'deny': '0', 'allow': '3072'}], 'parent_id': '1454958648978706608', 'nsfw': False, 'name': 'off-topic', 'last_message_id': None, 'id': '1454958650857886014', 'guild_id': '1454591243609968734', 'flags': 0}}
[2025-12-30 21:13:24] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-30 21:13:24] [DEBUG   ] discord.client: Dispatching event guild_channel_update
[2025-12-30 21:13:24] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'CHANNEL_UPDATE', 's': 118, 'op': 0, 'd': {'version': 1767125604675, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 17, 'permission_overwrites': [{'type': 0, 'id': '1454591243609968734', 'deny': '1024', 'allow': '0'}], 'parent_id': '1454958648978706608', 'nsfw': False, 'name': 'spectator-lounge', 'last_message_id': None, 'id': '1454958652237549790', 'guild_id': '1454591243609968734', 'flags': 0}}
[2025-12-30 21:13:24] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-30 21:13:24] [DEBUG   ] discord.client: Dispatching event guild_channel_update
[2025-12-30 21:13:24] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'CHANNEL_UPDATE', 's': 119, 'op': 0, 'd': {'version': 1767125604678, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 18, 'permission_overwrites': [{'type': 0, 'id': '1454591243609968734', 'deny': '1024', 'allow': '0'}], 'parent_id': '1454958648978706608', 'nsfw': False, 'name': 'graveyard', 'last_message_id': None, 'id': '1454958653500162264', 'guild_id': '1454591243609968734', 'flags': 0}}
[2025-12-30 21:13:24] [DEBUG   ] discord.client: Dispatching event socket_event_type
